cmd_vel_x,cmd_angle,cmd_pos_x,cmd_pos_y,cmd_distance,odom_vel_x,odom_angle,odom_pos_x,odom_pos_y,odom_distance
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006702064177872559,0.013383182859811368,-4.879180901988276e-06,0.0
